REFCODE,CC,CH,CCl,CO,CS,CBr,CN,HBr,HH,HO,HS,HCl,HN,OCl,OO,OS,BrO,ON,NN,ClCl,NS,SS,NCl,SCl,ClBr,SBr,NBr,BrBr,FF,FO,FC,FH,FS,FCl,FN,FBr,II,BrI,ClI,FI,SI,OI,NI,CI,HI,BAND GAP
KETVUC,9.2,0,0,0,3.2,0,7.8,0,0,0,2.7,0,0,0,0,0,0,0,0.5,0,0.4,0,0,0,0,0,0,0,27.9,0,17.9,15.1,15.4,0,0.1,0,0,0,0,0,0,0,0,0,0,2.337
KILSAB,0,1.2,0,1.5,0,0,1.9,0,0.4,0.6,0,0,3.3,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,35.9,3.5,27,13,0,0,10.2,0,0,0,0,0,0,0,0,0,0,2.363
KILSOP,7.8,2.5,0,0.2,0,0,3.2,0,0.9,1.6,0,0,1.3,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,35.4,2.5,16.4,21.1,0,0,6.7,0,0,0,0,0,0,0,0,0,0,1.839
KOFRII,1.5,10.2,0,0,0,6.8,0.6,27,39.7,0,0,0,5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.085
KOJCIX,8.9,14.7,1.6,8.8,0,0,0,0,12.1,26.6,0,18.4,0,0,5.6,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.197
KOKMIH,6.4,26.8,0,3.4,0,0,0,0,19.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,7.3,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968
KUBMAX01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.576
NUPJEP,0.7,13.8,0,0,0,1.6,0,11.3,18.4,15.6,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,4.7,2.3,0,23.1,0,0,0,6,0,0,0,0,0,0,0,0,0,3.605
ZUPWOY,0.2,31.1,0,3.5,0,0,0,0,48.5,15.8,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.301
ZUPWUE,0.1,21.6,0,0,0,0,0,0,66.6,10.6,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.306
QOYSAY,0.8,19.8,0,1.5,0,0,0,0,57.9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.122
QOYSUS,0.5,17.7,0,0,0.2,0,0,0,64.9,0,12.4,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.266
QQQFDJ03,18.4,12.7,0,2.2,0,0,0,0,50,15.4,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.742
QQQFDJ04,18.4,12.7,0,2.2,0,0,0,0,50.1,15.3,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.746
QQQFDS02,17.1,18.3,0,0,0,1.6,0,15.6,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799
RADHOW,13.3,16.1,0,0,0,0,2.3,0,18.8,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,9.1,16.4,0,0,0,0,0.3,0,0,1.3,0,0,3.6,2.5,7.7,2.071
RADHUC,16.1,12.1,0,0,0,2.7,1.6,8,17.3,0,0,0,1.9,0,0,0,0,0,0.4,0,0,0,0,0,0,0,2.5,0,5.6,0,8.8,21.4,0,0,0,1.5,0,0,0,0,0,0,0,0,0,2.102
RADJAK,14.3,20.7,0,0,0,5.7,1.6,8.1,23.6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.6,0,1.6,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.793
RADJEO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.07
RAJGOA01,8.6,15,2.2,3,0,0,0,0,14.7,27.9,0,25.5,0,0,0.7,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.362
RALTOO,2.9,24.6,0,0,0,0,0.2,0,39.2,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,0,0,0,0,0,0,0,18,3.019
RARPIL,0,16.2,4.8,0,0,0,0,0,52,0,0,23.3,2.8,0,0,0,0,0,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.732
RATHAW,6.1,3.9,5,2.7,0,0,2.7,0,3.7,45.1,0,3.1,2,12,8.8,0,0,2.2,0,0.7,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.353
REMBOC,1.2,20.2,0,0,0,8.7,0.4,15.7,39.7,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13
REMCAP,0.9,21.3,0,0,0,6.2,0,21,34.7,0,0,0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.163
RESORA09,0,33,0,0.7,0,0,0,0,37,29.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.829
RIBYOR,0,27.6,0.6,0,0,1.5,0,17.7,14.7,3.7,0,22.3,0,0.1,0.5,0,6.8,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.544
RIGVEJ01,7.9,8.3,0,6.1,0,0,0.1,0,4.5,13,0,0,0,0,0.6,0,0,1.2,0,0,0,0,0,0,0,0,0,0,3.4,4.5,15,34.1,0,0,1.4,0,0,0,0,0,0,0,0,0,0,2.243
RIZQIC,6.8,15.4,6.4,0,0,0,3.2,0,25,0,0,21.1,20.9,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85
ROKQUF01,3.6,21.1,0,0,0,0,3.7,0,21.6,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,2.6,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
ROKQUF02,3.1,21.5,0,0,0,0,3.3,0,22.1,0,0,0,11.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,4.2,0,3.1,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216
RUBMAE,0,17.9,0,0,0,1.4,0,18.8,32.7,25.9,0,0,0,0,0.8,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.885
RUPBAH,11.4,37.8,1.6,0,0,0,0,0,39.6,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.278
RUPBEL,26.1,14.1,2,0,0,0,0,0,44.8,0,0,12.6,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.396
SABFAE,4.4,5,18.8,8.1,0,0,0,0,4.4,7.6,0,19.9,0,6,1,0,0,0.2,0,10.7,0,0,0.6,0,0,0,0,0,0,1.6,0.3,7.9,0,3.5,0,0,0,0,0,0,0,0,0,0,0,2.333
SAZCAZ,1,37.6,0,0,0,5,0,19.9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.275
SEPBAS,6.8,6.6,0,0,0,0,6.5,0,1,0,0,0,7.8,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,13.2,0,10,33.4,0,0,13.4,0,0,0,0,0,0,0,0,0,0,2.179
SEPCOH,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.105
SEPDEY,5.7,0,15.1,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,3.7,3.6,0,0,11.1,0,0,0,0,0,15.9,0,6.2,0,0,32,4.2,0,0,0,0,0,0,0,0,0,0,2.054
SESWOD,9.7,16.3,0,0,2.8,0,0.2,0,35.7,0,5.4,0,7.4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0.1,3.6,15.1,2.25
SETTIW,25.2,17.7,1.4,0,0,0,0,0,21.4,0,0,28.1,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.659
SETTOC,27.3,16.9,0,0,0,0,0,0,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,1.5,29.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.763
SINFUS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Not Found
SOFVUG02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
SUNTIF,18.5,12.1,0,0,0,2,1.4,15.5,32.8,0,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04
SUZDIB,11.6,7.1,8.6,0,0,0,0,0,21,0,0,36.7,3.9,0,0,0,0,0,0,10.9,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.805
SUZDOH,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.463
TAMYOX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.396
TCANIL02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.061
TCLBEN04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.7
TEHREE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,No bandgap located
TETRDO02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.789
TIBGIV,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.769
TIDTIK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.559
TITZED,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.337
TOLNAK,8.2,32.9,0,0.6,0,0,0,0,41.7,15.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.967
TUNNIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.905
TUTXOW,1.7,21.9,0,1.5,0,0,0,0,42.1,12.7,0,0,0,0,1.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.1,1.9,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.383
TUXRIP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.496
TUZBAT,2.2,7.1,0,7.8,0,6.5,1.8,6,8.4,28.8,0,0,1.9,0,11.2,0,10.2,6.2,0.1,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.812
UCIPIG,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.634
UCIPON,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.959
UFIPOP,0.4,35.5,0,0,7.7,0,2.6,0,10.1,0,9,0,2.9,0,0,0,0,0,0.3,0,4.4,1.3,0,0,0,0,0,0,13.6,0,1,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.772
UKIWUH,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.863
ULAQAZ,7.3,13.9,0,0,0,5.6,5.7,21.1,35.6,0,0,0,10,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.905
UTAJEG,8.1,23,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,7.5,35.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.185
VARNUZ,11.2,15.7,8.7,2.3,0,0,5.3,0,5.8,16.6,0,17.3,9.9,5.2,1.1,0,0,0.1,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218
VARPAH,11.1,15.1,0,2.4,0,9.5,4.8,18.7,5.1,16.5,0,0,10.1,0,1,0,5.1,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.186
VAXYAW,11.9,6,4,3.5,0,0,0,0,18.7,30.4,0,20.5,0,2.8,1.5,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.717
VAYBUU,2.1,19.4,0,7.6,0,0,0,0,19.2,25.3,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.781
VAYLUE,2.7,1.7,0,10.4,0,9.2,0,10.6,3.5,22.8,0,0,0,0,6.7,0,23.8,2,0,0,0,0,0,0,0,0,1.7,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.661
VECXIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.25
VIHKAA,21.8,11.5,2.8,0,0,0,0,0,38.9,0,0,24.1,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.162
VOJBAY,0,20.6,3.2,0,0,0,0.5,0,15.7,0,0,19.4,4.5,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,5.3,0,0,0,0,7.4,22.8,3.072
VOLHIP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.988
VOQTIF,5.8,16.7,10.9,0,0,0,6,0,11.7,0,0,33.4,14.2,0,0,0,0,0,0,0.8,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.496
VUCJAG,1.1,29.7,0,0,0,0,0,0,57.6,4.2,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.496
VUFHIP,0.1,16.6,0,0.3,0,0,0,0,55.5,26.9,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.412
VUGVIE,0,35.1,3.8,1.6,0,0,0.4,0,29.9,4.1,0,8.9,13.4,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.599
VUHQIZ,6.7,8.4,0,5.8,0,0,0,0,12.9,17,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,0,16.6,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.429
VUJREZ,4.2,45.5,0.9,0,0,0,0,0,44.4,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175
VUXZEU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,No bandgap located
WODZEV,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.655
WOFZAU,5,17.7,5.2,0.1,0,0,3.1,0,36.2,11.2,0,15.1,3.7,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517
WOLWIE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.095
XARHEE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.681
XARHOO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.449
XUVTAK,1.2,11.7,0,0,2.9,10.2,5.6,16,22.6,0,9.4,0,17.3,0,0,0,0,0,0.1,0,1,0,0,0,0,1.3,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56
XUYBEZ,8.2,11.5,0,0,0,0,4.9,0,26.7,0,0,0,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,1.2,8.8,14.3,2.817
YAWKOY,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.634
